ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact,Contract_Type,Type,Legal_Reference
857,Detection,Monitoring and Logging,ID,"pemantauan dan pencatatan, pemantauan layanan, log audit",0,Medium,Mengharuskan penyedia layanan untuk memantau sistemnya dan menyimpan log untuk verifikasi SLA.,Tentukan periode retensi dan hak akses pelanggan.,"Tanpa log, verifikasi kepatuhan SLA mungkin tidak mungkin.",Commercial Agreement; SaaS Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
858,Detection,Monitoring and Logging,FR,"surveillance et journalisation, logs d'audit",0,Medium,Exige la surveillance et la conservation des logs.,Spécifier la durée de conservation.,"Sans logs, la vérification est impossible.",Commercial Agreement; SaaS Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
859,Detection,Incident Reporting,EN,"incident reporting, outage notification, service disruption notice",0,High,Requires the provider to notify the customer promptly when a service incident occurs and provide updates.,"Specify notification channels, initial report timeframe (e.g., within 15 minutes), and frequency of updates.","Without incident reporting, the customer may learn of an outage from its own users, damaging trust.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
860,Detection,Incident Reporting,ID,"pelaporan insiden, pemberitahuan pemadaman, pemberitahuan gangguan layanan",0,High,Mengharuskan penyedia untuk memberi tahu pelanggan dengan segera ketika terjadi insiden layanan.,"Tentukan saluran pemberitahuan, jangka waktu laporan awal, dan frekuensi pembaruan.","Tanpa pelaporan, pelanggan mungkin mengetahui pemadaman dari penggunanya sendiri.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
861,Detection,Incident Reporting,FR,"rapport d'incident, notification de panne",0,High,Exige la notification rapide d'un incident.,Spécifier les canaux et les délais.,"Sans rapport, le client peut apprendre la panne par ses utilisateurs.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
862,Detection,Post-Incident Review,EN,"post-incident review, root cause analysis, RFO",0,Medium,Requires the provider to conduct a root cause analysis after major incidents and share the results with the customer.,"Specify when an RFO is required (e.g., downtime > 1 hour), the content, and the timeline.","Without post-incident review, recurring issues may not be fixed, leading to repeated failures.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
863,Detection,Post-Incident Review,ID,"tinjauan pasca-insiden, analisis akar masalah, RFO",0,Medium,Mengharuskan penyedia untuk melakukan analisis akar penyebab setelah insiden besar dan membagikan hasilnya.,"Tentukan kapan RFO diperlukan, konten, dan jadwal.","Tanpa tinjauan, masalah berulang mungkin tidak diperbaiki.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
864,Detection,Post-Incident Review,FR,"revue post-incident, analyse des causes profondes",0,Medium,Exige une analyse après incident majeur.,Spécifier les conditions et le contenu.,"Sans revue, les problèmes récurrents persistent.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
865,Detection,Disaster Recovery Time Objective,EN,"RTO, recovery time objective, maximum downtime after disaster",0,High,"Defines the maximum acceptable time to restore services after a major disaster (e.g., 4 hours).","Specify the RTO, the scope (which systems), and how it is measured.","Without an RTO, the provider may take days to recover, causing unacceptable business disruption.",IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
866,Detection,Disaster Recovery Time Objective,ID,"RTO, target waktu pemulihan, waktu henti maksimum setelah bencana",0,High,Mendefinisikan waktu maksimum yang dapat diterima untuk memulihkan layanan setelah bencana besar.,"Tentukan RTO, ruang lingkup, dan cara pengukurannya.","Tanpa RTO, penyedia mungkin memakan waktu berhari-hari untuk pulih.",IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
867,Detection,Disaster Recovery Time Objective,FR,"objectif de délai de reprise, RTO",0,High,Définit le délai maximum de reprise après sinistre.,Spécifier le RTO et sa mesure.,"Sans RTO, la reprise peut prendre des jours.",IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
868,Detection,Recovery Point Objective,EN,"RPO, recovery point objective, data loss tolerance",0,High,"Defines the maximum acceptable data loss in terms of time before a disaster (e.g., 15 minutes of data loss).","Specify the RPO, the backup frequency, and the method for verifying backups.","Without an RPO, the provider may lose days of data, causing irreversible business harm.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
869,Detection,Recovery Point Objective,ID,"RPO, target titik pemulihan, toleransi kehilangan data",0,High,Mendefinisikan kehilangan data maksimum yang dapat diterima dalam hal waktu sebelum bencana.,"Tentukan RPO, frekuensi pencadangan, dan metode verifikasi.","Tanpa RPO, penyedia dapat kehilangan data berhari-hari.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
870,Detection,Recovery Point Objective,FR,"objectif de point de reprise, RPO",0,High,Définit la perte de données maximale acceptable.,Spécifier le RPO et la fréquence de sauvegarde.,"Sans RPO, des jours de données peuvent être perdus.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
871,Detection,Disaster Recovery Testing,EN,"DR testing, failover testing, annual DR test",0,High,Requires the provider to regularly test its disaster recovery plan and provide evidence of successful tests.,"Specify the frequency (e.g., annually), scope, and the customer's right to witness or review results.","Without testing, the DR plan may fail when actually needed, making the RTO and RPO meaningless.",IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
872,Detection,Disaster Recovery Testing,ID,"pengujian DR, pengujian failover, uji DR tahunan",0,High,Mengharuskan penyedia untuk secara teratur menguji rencana pemulihan bencananya dan memberikan bukti keberhasilan pengujian.,"Tentukan frekuensi, ruang lingkup, dan hak pelanggan untuk menyaksikan.","Tanpa pengujian, rencana DR mungkin gagal saat dibutuhkan.",IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
873,Detection,Disaster Recovery Testing,FR,"test de reprise après sinistre, test DR annuel",0,High,Exige des tests réguliers du plan de reprise.,Spécifier la fréquence et le droit d'assister.,"Sans tests, le plan peut échouer.",IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
874,Detection,Data Backup Frequency,EN,"data backup frequency, daily backup, backup schedule",0,High,"Specifies how often the service provider backs up customer data (e.g., daily incremental, weekly full).","Define the backup schedule, retention period, and restoration procedure.","Without backup frequency, the customer may have no assurance that its data can be restored after loss.",SaaS Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
875,Detection,Data Backup Frequency,ID,"frekuensi pencadangan data, pencadangan harian, jadwal pencadangan",0,High,Menentukan seberapa sering penyedia layanan mencadangkan data pelanggan.,"Tentukan jadwal pencadangan, periode retensi, dan prosedur pemulihan.","Tanpa frekuensi, tidak ada jaminan data dapat dipulihkan.",SaaS Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
876,Detection,Data Backup Frequency,FR,"fréquence de sauvegarde des données, sauvegarde quotidienne",0,High,Spécifie la fréquence des sauvegardes.,Définir le calendrier et la procédure de restauration.,"Sans fréquence, aucune garantie de restauration.",SaaS Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
877,Detection,Data Restoration,EN,"data restoration, restore from backup, data recovery",0,High,Defines the procedure and timeframe for restoring customer data from backups upon request.,"Specify the maximum restoration time (e.g., 24 hours), the process, and any fees.","Without a restoration clause, the customer may face long delays to recover data after an incident.",SaaS Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
878,Detection,Data Restoration,ID,"pemulihan data, pemulihan dari cadangan, pemulihan data",0,High,Mendefinisikan prosedur dan jangka waktu untuk memulihkan data pelanggan dari cadangan berdasarkan permintaan.,"Tentukan waktu pemulihan maksimum, proses, dan biaya.","Tanpa klausul, pemulihan data mungkin tertunda.",SaaS Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
879,Detection,Data Restoration,FR,"restauration des données, récupération de données",0,High,Définit la procédure et les délais de restauration.,Spécifier le délai maximal et les frais.,"Sans clause, la restauration peut être retardée.",SaaS Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
880,Detection,Data Center Locations,EN,"data center locations, hosting regions, data residency",0,High,"Specifies where the service provider hosts customer data (e.g., specific countries or regions), important for data residency compliance.","List the permitted data center locations and the procedure for changing locations (e.g., notice period).","Without this, data may be moved to countries with lower privacy protections, violating law.",SaaS Agreement; Data Processing Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
881,Detection,Data Center Locations,ID,"lokasi pusat data, wilayah hosting, residensi data",0,High,"Menentukan di mana penyedia layanan menghosting data pelanggan, penting untuk kepatuhan residensi data.",Daftar lokasi pusat data yang diizinkan dan prosedur perubahan.,"Tanpa ini, data dapat dipindahkan ke negara dengan perlindungan privasi lebih rendah.",SaaS Agreement; Data Processing Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
882,Detection,Data Center Locations,FR,"emplacements des centres de données, résidence des données",0,High,"Spécifie où les données sont hébergées, important pour la conformité.",Énumérer les emplacements autorisés.,"Sans cela, les données peuvent être déplacées.",SaaS Agreement; Data Processing Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
883,Detection,Data Deletion on Termination,EN,"data deletion on termination, secure deletion, data erasure",0,Critical,"Requires the provider to securely delete all customer data after contract termination, with certification.","Specify the deletion method (e.g., overwriting, degaussing), timeframe, and provide a certificate of deletion.",Failure to delete data violates privacy laws and exposes the customer to data breach risk.,SaaS Agreement; Data Processing Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
